job_id,num_gpu,submit_time,iterations,model_name,duration,interval
656,1,21381,0,vgg19,2,0
657,1,21386,0,vgg19,2,0
658,1,21391,0,vgg19,2,0
659,1,21396,0,vgg19,3,0
660,1,21401,0,vgg19,3,0
661,1,21404,0,vgg19,2,0
662,1,21406,0,vgg19,2,0
663,1,21410,0,vgg19,4,0
664,1,21415,0,vgg19,3,0
665,1,21420,0,vgg19,3,0
666,1,21423,0,vgg19,2,0
667,1,21425,0,vgg19,2,0
668,1,21428,0,vgg19,4,0
669,1,21432,0,vgg19,3,0
670,1,21438,0,vgg19,3,0
671,1,21442,0,vgg19,3,0
672,1,21447,0,vgg16,2,0
673,1,21452,0,vgg16,2,0
674,1,21457,0,vgg16,3,0
675,1,21461,0,vgg16,3,0
676,1,21466,0,vgg16,4,0
677,1,21471,0,vgg19,3,0
678,1,21476,0,vgg19,4,0
679,1,21482,0,vgg19,3,0
680,1,21487,0,vgg16,2,0
681,1,21491,0,vgg16,2,0
682,1,21497,0,vgg16,2,0
683,1,21502,0,vgg16,2,0
684,1,21506,0,inception4,4,0
685,1,21510,0,inception4,2,0
686,1,21512,0,inception3,2,0
687,1,21516,0,inception3,2,0
688,1,21518,0,inception3,2,0
689,1,21521,0,inception3,2,0
690,1,21525,0,inception3,2,0
691,1,21528,0,inception3,2,0
692,1,21530,0,inception3,2,0
693,1,21534,0,alexnet,4,0
694,1,21538,0,alexnet,2,0
695,1,21544,0,vgg19,3,0
696,1,21550,0,vgg19,2,0
697,1,21555,0,vgg19,2,0
698,1,21557,0,vgg19,2,0
699,1,21559,0,vgg19,2,0
700,1,21563,0,vgg19,3,0
701,1,21568,0,vgg19,2,0
702,1,21570,0,inception4,2,0
703,1,21578,0,vgg11,2,0
704,1,21582,0,vgg11,3,0
705,1,21587,0,vgg11,2,0
706,1,21589,0,vgg11,2,0
707,1,21591,0,vgg19,2,0
708,1,21593,0,vgg19,2,0
709,1,21597,0,vgg19,4,0
710,1,21602,0,vgg19,3,0
711,1,21613,0,vgg19,3,0
712,1,21616,0,vgg19,2,0
713,1,21622,0,vgg19,3,0
714,1,21627,0,vgg19,2,0
715,1,21631,0,vgg19,2,0
716,1,21634,0,vgg11,2,0
717,1,21636,0,vgg11,2,0
718,1,21639,0,vgg11,2,0
719,1,21644,0,vgg11,3,0
720,1,21647,0,vgg11,2,0
721,1,21654,0,vgg11,3,0
722,1,21658,0,vgg11,2,0
723,1,21664,0,vgg11,2,0
724,1,21669,0,vgg11,3,0
725,1,21674,0,vgg11,2,0
726,1,21680,0,vgg11,2,0
727,1,21686,0,vgg11,2,0
728,1,21690,0,vgg11,2,0
729,1,21694,0,vgg11,3,0
730,1,21701,0,vgg11,2,0
731,1,21703,0,vgg11,3,0
732,1,21708,0,vgg11,2,0
733,1,21714,0,vgg11,2,0
734,1,21716,0,vgg11,2,0
735,1,21718,0,vgg16,2,0
736,1,21722,0,vgg16,2,0
737,1,21724,0,vgg16,2,0
738,1,21728,0,vgg16,3,0
739,1,21734,0,alexnet,2,0
740,1,21736,0,alexnet,3,0
741,1,21743,0,alexnet,2,0
742,1,21745,0,alexnet,2,0
743,1,21749,0,alexnet,2,0
744,1,21756,0,alexnet,2,0
745,1,21758,0,alexnet,2,0
746,1,21763,0,alexnet,2,0
747,1,21765,0,alexnet,2,0
748,1,21769,0,alexnet,2,0
749,1,21771,0,resnet50,2,0
750,1,21773,0,resnet50,3,0
751,1,21776,0,resnet50,2,0
752,1,21778,0,resnet50,4,0
753,1,21790,0,resnet50,2,0
754,1,21794,0,resnet50,2,0
755,1,21796,0,resnet50,2,0
756,1,21800,0,resnet50,2,0
757,1,21803,0,inception3,4,0
758,1,21809,0,inception3,2,0
759,1,21811,0,inception3,2,0
760,1,21815,0,inception3,2,0
761,1,21819,0,inception3,2,0
762,1,21821,0,inception3,2,0
763,1,21823,0,inception3,2,0
764,1,21825,0,inception3,2,0
765,1,21829,0,inception3,3,0
766,1,21834,0,resnet50,4,0
767,1,21838,0,resnet50,2,0
768,1,21841,0,resnet50,2,0
769,1,21847,0,resnet50,4,0
770,1,21854,0,resnet50,3,0
771,1,21859,0,resnet50,3,0
772,1,21862,0,vgg19,2,0
773,1,21866,0,vgg19,4,0
